,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mid-Way Through 2018-19 Season,Mid-Way Through 2018-19 Season,,,,,,,,,,,,,,,,,,,,
Step,League,"2021-22
Position",2021-22 Promoted,"2022-23
5,Hellenic League Premier Div.,5,1,3,1,Corsham Town,,,"2,530","2,773","2,841","3,098",,,"3,184","3,202","3,622","3,757","3,816",,"4,086","5,240","5,340","1,424",,,,
5,Hellenic League Premier Div.,7,1,7,1,Westfields,,,"4,576","5,105","5,121","5,258","5,288",,"5,319","5,314","5,669","5,787","5,845",,"6,056","6,163","6,221",318,,,,
5,Hellenic League Premier Div.,8,1,12,1,Longlevens,,,"2,679","3,138","3,172","3,362","3,426",,"3,544","3,634","4,202","4,359","4,436",,"4,649","4,759","4,829",323,,,,
5,Hellenic League Premier Div.,9,1,9,1,Brimscombe & Thrupp,,,"2,639","2,885","2,893","3,008","3,046",,"3,115","3,143","3,441","3,496","3,535",,"3,658","3,752","3,822",217,,,,
5,Hellenic League Premier Div.,10,1,6,1,Roman Glass St George,,,"1,663","1,940","1,989","2,281","2,333",,"2,377","2,409","2,635","2,709","2,736",,"2,892","2,991","3,033",255,,,,
5,Hellenic League Premier Div.,11,1,13,1,Fairford Town,,,"2,935","2,942","2,911","2,857","2,853",,"2,831","2,801","2,777","2,756","1,768",,"1,986","2,121","2,225",353,,,,
5,Hellenic League Premier Div.,12,1,5,1,Royal Wootton Bassett Town,,,"3,177","3,631","3,653","3,799","3,885",,"3,941","3,955","4,298","4,397","4,415",,"4,663","4,785","4,818",370,,,,
5,Hellenic League Premier Div.,13,1,17,1,Hereford Lads Club,,,"1,352","1,764","1,762","1,860",,,"1,937","1,993","2,389","2,482","2,590",,"2,762","2,856","3,064",266,,,,
5,Hellenic League Premier Div.,14,1,16,1,Thornbury Town,,,914,"1,231","1,240","1,326",,,"1,377","1,398","1,598","1,673","1,721",,"1,887","1,987","2,044",266,,,,
5,Hellenic League Premier Div.,16,1,15,1,Lydney Town,,,"1,938","2,309","2,322","2,405","2,423",,"2,612","2,632","2,856","2,957","3,017",,"3,156","3,289","3,352",272,,,,
5,Hellenic League Premier Div.,17,1,18,1,Tuffley Rovers,,,"2,281","2,838","2,878","3,023","3,068",,"3,136","3,220","3,638","3,737","3,768",,"3,944","4,066","4,122",298,,,,
5,Midland Football League Premier Div.,3,1,11,1,Lichfield City,,,"3,110","3,498","3,543","3,716",,,"3,887","3,931","4,735","4,992","5,083",,"5,449","5,587","5,620",504,,,,
5,Midland Football League Premier Div.,5,1,5,1,Northwich Victoria,,,"7,061","8,070","8,111","8,378","8,435",,"8,577","8,613","9,081","9,217","9,290",,"9,604","9,839","9,976",549,,,,
5,Midland Football League Premier Div.,5,1,12,1,AFC Wulfrunians,,,"6,243","6,641","6,650","6,817","6,875",,"6,937","6,941","7,279","7,431","7,470",,"7,725","7,912","7,951",442,,,,
5,Midland Football League Premier Div.,7,1,8,1,Shifnal Town,,,"1,060","1,599","1,653","2,203",,,"2,414","2,549","1,153","1,353","1,536",,"1,842","2,036","2,204",500,,,,
5,Midland Football League Premier Div.,9,1,6,1,Romulus ,,,"4,867","5,517","5,564","5,741","5,776",,"5,743","5,715","5,980","6,049","6,092",,"6,288","6,363","6,438",271,,,,
5,Midland Football League Premier Div.,9,1,8,1,Congleton Town,,,"5,282","5,738","5,795","6,005","6,047",,"6,219","6,314","7,565","7,837","7,914",,"8,611","9,397","9,485","1,483",,,,
5,Midland Football League Premier Div.,10,1,13,1,Stone Old Alleynians,,,"1,575","1,997","2,026","2,191",,,"2,294","2,354","2,655","2,806","2,842",,"2,963","3,013","3,028",171,,,,
5,Midland Football League Premier Div.,11,1,15,1,Tividale,,,"3,205","3,843","3,859","3,974","4,036",,"4,112","4,109","4,389","4,439","4,518",,"4,744","4,872","4,963",354,,,,
5,Midland Football League Premier Div.,12,1,9,1,Whitchurch Alport,,,"3,608","4,433","4,485","4,687","4,714",,"4,784","4,849","5,350","5,704","5,770",,"5,968","6,072","6,100",302,,,,
5,Midland Football League Premier Div.,13,1,7,1,Stourport Swifts,,,"1,676","2,288","2,364","2,641","2,690",,"2,835","2,928","3,305","3,454","3,538",,"3,850","4,053","4,126",515,,,,
5,Midland Football League Premier Div.,15,1,3,1,Highgate United,,,"4,131","4,596","4,688","5,018","5,054",,"5,057","5,027","5,358","5,473","5,547",,"5,657","5,702","5,692",155,,,,
5,Midland Football League Premier Div.,17,1,18,1,Wolverhampton Casuals,,,"2,227","2,875","2,989","3,103",,,"3,204","3,235","3,545","3,608","3,681",,"4,010","4,194","4,300",513,,,,
5,Midland Football League Premier Div.,18,1,16,1,Bewdley Town,,,"1,041","1,364","1,464","1,583",,,"1,686","1,763","1,975","2,050","2,105",,"2,406","2,544","2,629",439,,,,
5,North West Counties League Premier Div.,3,1,3,1,Wythenshawe Town,,,"4,163","4,999","5,003","5,167",,,"5,345","5,435","6,360","6,834","6,935",,"7,552","7,934","8,099",999,,,,
5,North West Counties League Premier Div.,4,1,11,1,Charnock Richard ,,,"4,498","4,949","5,004","5,156","5,212",,"5,275","5,310","5,779","6,057","6,192",,"6,563","6,743","6,813",551,,,,
5,North West Counties League Premier Div.,7,1,21,1,Burscough,,,"3,213","3,743","3,767","3,962","4,014",,"4,176","4,215","4,781","4,970","5,054",,"5,423","5,634","5,820",580,,,,
5,North West Counties League Premier Div.,10,1,17,1,Irlam,,,"4,445","5,136","5,187","5,378","5,429",,"5,513","5,581","6,006","6,183","6,274",,"6,607","6,760","6,810",486,,,,
5,North West Counties League Premier Div.,12,1,15,1,Longridge Town,,,"2,582","3,678","3,719","3,941","4,073",,"4,143","4,183","4,797","5,043","5,238",,"5,526","5,687","5,760",449,,,,
5,North West Counties League Premier Div.,13,1,14,1,Padiham,,,"4,871","5,714","5,825","6,089","6,164",,"6,339","6,421","7,152","7,639","7,836",,"8,376","8,660","8,733",824,,,,
5,North West Counties League Premier Div.,14,1,6,1,AFC Liverpool,,,"21,512","25,721","25,800","26,191",,,"26,652","28,862","29,599","29,746","29,778",,"29,744","29,778","29,822",0,,,,
5,North West Counties League Premier Div.,15,1,19,1,Barnoldswick Town,,,"3,913","4,536","4,576","4,763","4,820",,"4,947","5,017","5,623","5,841","5,903",,"6,313","6,559","6,583",656,,,,
5,North West Counties League Premier Div.,16,1,7,1,Prestwich Heys,,,"3,065","3,676","3,758","4,054",,,"4,273","4,401","5,085","5,346","5,477",,"6,020","6,202","6,241",725,,,,
5,North West Counties League Premier Div.,17,1,20,1,Squires Gate,,,"5,050","5,620","5,702","6,918","7,054",,"8,022","9,061","9,314","9,458","9,520",,"9,868","10,229","10,244",709,,,,
5,North West Counties League Premier Div.,19,1,16,1,Lower Breck,,,"2,898","4,297","4,609","4,736",,,"4,937","5,055","5,912","6,108","6,234",,"6,685","6,803","6,845",569,,,,
5,North West Counties League Premier Div.,20,1,10,1,Litherland REMYCA,,,"5,148","5,888","5,994","6,304","6,377",,"6,673","6,792","7,540","7,903","8,061",,"8,551","8,736","8,780",675,,,,
5,Northern Counties East League Premier Div.,2,1,15,1,Eccleshill United,,,"2,117","2,568","2,582","2,709","2,750",,"2,834","2,877","3,170","3,337","3,430",,"3,617","3,757","3,769",327,,,,
5,Northern Counties East League Premier Div.,3,1,4,1,Garforth Town,,,"4,180","4,657","4,668","4,747","4,799",,"4,836","4,843","5,211","5,518","5,563",,"5,728","5,822","5,834",259,,,,
5,Northern Counties East League Premier Div.,6,1,5,1,Penistone Church,,,"2,928","3,853","3,929","4,165","4,239",,"4,386","4,475","5,185","5,410","5,485",,"5,746","5,949","5,994",464,,,,
5,Northern Counties East League Premier Div.,7,1,7,1,Barton Town,,,"3,112","3,740","3,795","3,991","4,049",,"4,142","4,204","4,712","4,944","5,054",,"5,300","5,454","5,453",400,,,,
5,Northern Counties East League Premier Div.,8,1,16,1,Handsworth Parramore,,,"5,720","6,321","6,340","6,516","6,620",,"6,757","6,791","7,552","7,701","7,776",,"8,031","8,199","8,246",423,,,,
5,Northern Counties East League Premier Div.,9,1,3,1,AFC Emley,,,"7,068","7,210","7,084","7,064",,,"7,148","7,162","7,512","7,574","7,627",,"7,879","8,142","8,180",515,,,,
5,Northern Counties East League Premier Div.,11,1,13,1,Maltby Main,,,"2,738","3,260","3,351","3,654","3,728",,"3,917","4,133","4,819","5,044","5,288",,"5,530","5,692","5,823",404,,,,
5,Northern Counties East League Premier Div.,12,1,19,1,Goole ,,,"11,419","11,955","11,900","11,990","12,011",,"12,028","11,929","12,098","12,128","12,178",,"12,315","12,373","12,359",195,,,,
5,Northern Counties East League Premier Div.,13,1,11,1,Silsden,,,"5,048","5,376","5,394","5,645","5,693",,"5,760","5,817","6,010","6,082","6,144",,"6,310","6,399","6,458",255,,,,
5,Northern Counties East League Premier Div.,14,1,18,1,Bottesford Town,,,"3,205","3,430","3,443","3,607","3,655",,"3,706","3,735","4,042","4,162","4,208",,"4,353","4,514","4,611",306,,,,
5,Northern Counties East League Premier Div.,15,1,14,1,Thackley,,,"4,066","4,400","4,425","4,553","4,600",,"4,706","4,763","5,027","5,134","5,247",,"5,513","5,729","5,822",482,,,,
5,Northern Counties East League Premier Div.,17,1,10,1,Knaresborough Town,,,"3,253","3,613","3,634","3,781","3,807",,"3,879","3,905","4,171","4,273","4,335",,"4,508","4,609","4,687",274,,,,
5,Northern Counties East League Premier Div.,19,1,12,1,Albion Sports,,,"2,520","2,667","2,669","2,712","2,800",,"2,897","2,924","3,238","3,353","3,433",,"3,624","3,742","3,789",309,,,,
5,Northern League Div. One ,4,1,12,1,Tow Law Town,,,"2,582","3,082","3,672","4,000",,,"4,232",,"4,565",,"4,855",,"5,080","5,153","5,187",298,,,,
5,Northern League Div. One ,6,1,11,1,West Auckland Town,,,"8,941","9,525","9,534","9,713","9,791",,"9,871","9,894","10,328","10,505","10,563",,"10,722","10,857","10,897",294,,,,
5,Northern League Div. One ,7,1,7,1,Whickham,,,"6,034","6,996","7,004","7,214","7,292",,"7,355","7,382","7,824","8,028","8,222",,"8,572","8,857","8,970",635,,,,
5,Northern League Div. One ,9,1,19,1,Sunderland RCA,,,"7,475","7,959","7,941","8,117","8,185",,"8,231","8,247","8,500","8,602","8,649",,"8,797","8,967","9,032",318,,,,
5,Northern League Div. One ,10,1,16,1,Seaham Red Star,,,"6,492","7,137","7,122","7,283","7,353",,"7,417","7,471","7,834","7,939","8,005",,"8,177","8,258","8,278",253,,,,
5,Northern League Div. One ,11,1,5,1,West Allotment Celtic,,,"6,379","6,735","6,720","6,905",,,"7,025","7,022","7,496","7,654","7,760",,"7,963","8,050","8,093",290,,,,
5,Northern League Div. One ,12,1,10,1,Newcastle Benfield,,,"8,643","9,341","9,349","9,585","9,648",,"9,723","10,244","10,856","11,164","11,256",,"11,466","11,569","11,635",313,,,,
5,Northern League Div. One ,13,1,9,1,Guisborough Town,,,"4,124","4,776","4,797","4,931","5,007",,"5,093","5,115","5,515","5,707","5,787",,"6,058","6,261","6,300",474,,,,
5,Northern League Div. One ,14,1,6,1,Redcar Athletic,,,"2,574","3,101","3,227","3,428",,,"3,662","3,788","4,393","4,657","4,791",,"5,254","5,562","5,700",771,,,,
5,Northern League Div. One ,15,1,13,1,Crook Town,,,"5,401","5,935","5,970","6,285",,,"6,473","6,505","7,011","7,285","7,356",,"7,577","7,793","7,852",437,,,,
5,Northern League Div. One ,16,1,18,1,Northallerton Town,,,"5,859","6,279","6,273","6,415","6,486",,"6,531","6,531","6,879","7,025","7,091",,"7,269","7,469","7,508",378,,,,
5,Northern League Div. One ,17,1,4,1,Whitley Bay,,,"10,806","11,623","11,600","11,908","12,107",,"12,160","12,197","12,858","13,249","13,339",,"13,727","14,014","14,120",675,,,,
5,Northern League Div. One ,18,1,3,1,Bishop Auckland,,,"7,242","7,847","7,868","8,078","8,179",,"8,252","8,306","8,990","9,301","9,459",,"9,907","10,081","10,135",622,,,,
5,Northern League Div. One ,19,1,14,1,Penrith,,,"6,518","6,970","6,973","7,173","7,223",,"7,300","7,306","7,665","7,804","7,855",,"8,002","8,068","8,092",213,,,,
5,Southern Combination League Premier Div.,2,1,18,1,Saltdean United,,,"1,790","2,190","2,303","2,493","2,565",,"2,715","2,770","3,217","3,477","3,572",,"3,881","3,977","4,057",405,,,,
5,Southern Combination League Premier Div.,3,1,3,1,Newhaven,,,"4,551","4,868","4,887","4,984","5,020",,"5,082","5,098","5,262","5,351","5,403",,"5,759","5,991","6,091",588,,,,
5,Southern Combination League Premier Div.,4,1,7,1,Bexhill United,,,"2,843","2,967","3,029","3,187",,,"3,307","3,353","3,767","3,919","4,006",,"4,220","4,346","4,406",340,,,,
5,Southern Combination League Premier Div.,5,1,4,1,Eastbourne United Association,,,"3,622","4,088","4,149","4,261","4,308",,"4,409","4,438","4,742","4,859","4,902",,"5,147","5,326","5,377",424,,,,
5,Southern Combination League Premier Div.,6,1,9,1,Eastbourne Town,,,"3,545","4,179","4,258","4,425","4,492",,"4,662","4,699","5,099","5,255","5,359",,"5,683","5,897","5,977",538,,,,
5,Southern Combination League Premier Div.,8,1,8,1,Peacehaven & Telscombe,,,"4,558","4,987","5,030","5,149","5,182",,"5,236","5,270","5,635","5,731","5,820",,"6,126","6,469","6,565",649,,,,
5,Southern Combination League Premier Div.,9,1,6,1,Crowborough Athletic,,,"3,953","4,218","4,228","4,349","4,380",,"4,419","4,415","4,664","4,832","4,911",,"5,091","5,260","5,311",349,,,,
5,Southern Combination League Premier Div.,9,1,19,1,Pagham,,,"2,045","2,440","2,462","2,588","2,633",,"2,685","2,739","3,053","3,265","3,362",,"3,553","3,696","3,732",334,,,,
5,Southern Combination League Premier Div.,10,1,11,1,Little Common,,,"2,529","2,796","2,817","2,921","2,947",,"3,012","3,027","3,339","3,419","3,480",,"3,646","3,730","3,748",250,,,,
5,Southern Combination League Premier Div.,11,1,2,1,Crawley Down Gatwick,,,"2,892","3,172","3,204","3,326","3,349",,"3,387","3,399","3,646","3,775","3,830",,"3,941","4,084","4,103",254,,,,
5,Southern Combination League Premier Div.,12,1,14,1,Lingfield,,,"4,207","4,429","4,491","4,627","4,658",,"4,717","4,728","4,862","4,944","5,006",,"5,134","5,181","5,236",175,,,,
5,Southern Combination League Premier Div.,13,1,12,1,Horsham YMCA,,,"3,834","4,122","4,144","4,290","4,314",,"4,384","4,367","4,504","4,514","4,547",,"4,783","4,936","5,008",389,,,,
5,Southern Combination League Premier Div.,14,1,16,1,AFC Uckfield Town,,,"2,900","3,239","3,328","3,501","3,538",,"3,603","3,639","3,864","3,971","4,064",,"4,221","4,393","4,429",329,,,,
5,Southern Combination League Premier Div.,16,1,10,1,Hassocks,,,"3,627","3,972","4,023","4,174","4,235",,"4,314","4,339","4,607","4,734","4,795",,"4,994","5,122","5,160",327,,,,
5,Southern Combination League Premier Div.,17,1,5,1,Steyning Town,,,"3,737","4,344","4,447","4,698","4,775",,"4,942","5,080","5,686","5,911","6,102",,"6,485","6,697","6,792",595,,,,
5,Southern Combination League Premier Div.,18,1,17,1,AFC Varndeanians,,,"1,703","1,902","1,944","2,020",,,"2,099","2,125","2,314","2,425","2,503",,"2,668","2,768","2,802",265,,,,
5,Southern Combination League Premier Div.,19,1,15,1,Loxwood,,,"3,438","3,959","4,047","4,316","4,359",,"4,521","4,574","5,067","5,297","5,399",,"5,612","5,831","6,185",432,,,,
5,Southern Counties East League Premier Div.,3,1,7,1,Glebe,,,"3,922","4,621","4,684","5,148","5,194",,"5,258","5,413","6,399","6,821","6,929",,"7,017","7,055","7,108",126,,,,
5,Southern Counties East League Premier Div.,4,1,3,1,Deal Town,,,"3,632","4,086","4,073","4,192","4,228",,"4,300","4,324","4,697","4,825","4,916",,"5,209","5,596","5,673",680,,,,
5,Southern Counties East League Premier Div.,5,1,12,1,Kennington,,,"1,024","1,504","1,529","1,693",,,"1,786","1,832","2,146","2,265","2,317",,"2,457","2,556","2,589",239,,,,
5,Southern Counties East League Premier Div.,7,1,4,1,Erith Town,,,"2,761","3,236","3,282","3,496","3,553",,"3,630","3,678","4,140","4,284","4,373",,"4,579","4,730","4,828",357,,,,
5,Southern Counties East League Premier Div.,8,1,8,1,Tunbridge Wells,,,"6,884","7,400","7,407","7,561","7,618",,"7,631","7,607","8,102","8,364","8,503",,"8,704","8,983","9,047",480,,,,
5,Southern Counties East League Premier Div.,9,1,15,1,Hollands & Blair,,,"2,542","2,922","2,950","3,225","3,283",,"3,356","3,363","3,641","3,764","3,808",,"3,922","4,083","4,162",275,,,,
5,Southern Counties East League Premier Div.,11,1,13,1,Bearsted,,,"1,153","1,580","1,622","1,797","1,819",,"1,866","1,915","2,192","2,286","2,352",,"2,583","2,714","2,793",362,,,,
5,Southern Counties East League Premier Div.,12,1,17,1,Holmesdale,,,"3,206","3,741","3,770","3,977",,,"4,046","4,066","4,305","4,425","4,521",,"4,596","4,671","4,770",150,,,,
5,Southern Counties East League Premier Div.,13,1,11,1,Fisher,,,"6,152","6,626","6,656","6,847","6,942",,"7,119","7,167","7,667","7,753","7,827",,"8,234","8,412","8,506",585,,,,
5,Southern Counties East League Premier Div.,14,1,18,1,Welling Town,,,"1,754","2,380","2,419","2,623","2,660",,"2,726","2,734","3,058","3,194","3,326",,"3,451","3,822","3,893",496,,,,
5,Southern Counties East League Premier Div.,15,1,10,1,Punjab United,,,"1,234","2,134","2,147","2,295","2,343",,"2,374","2,412","2,755","2,882","2,991",,"3,160","3,382","3,494",391,,,,
5,Southern Counties East League Premier Div.,18,1,6,1,Rusthall ,,,"1,567","1,999","2,061","2,251",,,"2,283","2,346","3,999","3,976","4,035",,"4,229","4,422","4,474",387,,,,
5,Southern Counties East League Premier Div.,19,1,16,1,Lordswood ,,,"3,637","4,068","4,112","4,326","4,376",,"4,400","4,457","4,787","4,944","4,991",,"5,079","5,199","5,219",208,,,,
5,Spartan South Midlands League Premier Div.,4,1,9,1,Stansted,,,"2,917","3,380","3,412","3,610","3,693",,"3,766","3,837","4,191","4,336","4,378",,"4,502","4,573","4,750",195,,,,
5,Spartan South Midlands League Premier Div.,5,1,11,1,Harpenden Town,,,"2,952","3,404","3,407","3,592","3,669",,"3,803","3,838","4,271","4,447","4,539",,"4,810","4,958","5,066",419,,,,
5,Spartan South Midlands League Premier Div.,8,1,7,1,Leverstock Green,,,"3,099","3,533","3,586","3,788","3,833",,"3,906","3,940","4,316","4,459","4,507",,"4,798","4,946","5,049",439,,,,
5,Spartan South Midlands League Premier Div.,9,1,4,1,Dunstable Town,,,"7,060","7,476","7,448","7,589","7,652",,"7,685","7,719","8,101","8,294","8,382",,"8,632","8,743","8,752",361,,,,
5,Spartan South Midlands League Premier Div.,9,1,5,1,Cockfosters,,,"2,671","3,088","3,101","3,237","3,288",,"3,354","3,411","3,677","3,884","3,928",,"4,052","4,157","4,222",229,,,,
5,Spartan South Midlands League Premier Div.,10,1,10,1,Potton United,,,"1,633","1,995","2,004","2,140","2,196",,"2,284","2,315","2,578","2,711","2,771",,"2,955","3,045","3,109",274,,,,
5,Spartan South Midlands League Premier Div.,10,1,17,1,Arlesey Town,,,"3,257","3,542","3,559","3,666","3,715",,"3,732","3,723","4,032","4,112","4,164",,"4,260","4,348","4,381",184,,,,
5,Spartan South Midlands League Premier Div.,12,1,5,1,Milton Keynes Irish,,,144,505,580,784,,,933,993,"1,381","1,494","1,546",,"1,702","1,821","1,912",275,,,,
5,Spartan South Midlands League Premier Div.,12,1,6,1,St Panteleimon,,,"2,050","2,298","2,291","2,286",,,"2,226","2,232","2,349","2,360","2,384",,"2,517","2,540","2,550",156,,,,
5,Spartan South Midlands League Premier Div.,13,1,9,1,Tring Athletic,,,"3,909","4,495","4,531","4,712","4,757",,"4,831","4,875","5,134","5,302","5,363",,"5,536","5,781","5,842",418,,,,
5,Spartan South Midlands League Premier Div.,14,1,13,1,Aylesbury Vale Dynamos,,,"5,870","6,222","6,184","6,316","6,339",,"6,336","6,331","6,617","6,771","6,866",,"7,129","7,241","7,308",375,,,,
5,Spartan South Midlands League Premier Div.,17,1,16,1,Baldock Town,,,"1,424","1,711","1,735","1,921","1,957",,"2,020","2,065","2,306","2,423","2,456",,"2,581","2,685","2,742",229,,,,
5,Spartan South Midlands League Premier Div.,18,1,12,1,Crawley Green,,,"1,737","2,087","2,082","2,195","2,238",,"2,306","2,345","2,594","2,699","2,744",,"2,900","2,983","3,054",239,,,,
5,Spartan South Midlands League Premier Div.,19,1,18,1,Sawbridgeworth Town,,,"2,969","3,370","3,396","3,613","3,665",,"3,724","3,792",510,664,730,,905,"1,059","1,198",329,,,,
5,United Counties League Premier Div. North,4,1,3,1,Loughborough University ,,,"3,972","4,204","4,223","4,449","4,516",,"4,519","4,554","5,153","5,590","5,627",,"5,900","6,032","6,006",405,,,,
5,United Counties League Premier Div. North,5,1,7,1,Sherwood Colliery,,,"2,099","2,589","2,652","2,854",,,"2,971","3,050","3,720","3,837","3,914",,"4,121","4,237","4,307",323,,,,
5,United Counties League Premier Div. North,5,1,12,1,Deeping Rangers,,,"4,358","4,650","4,672","4,796","4,838",,"4,858","4,883","5,227","5,283","5,358",,"5,546","5,713","5,765",355,,,,
5,United Counties League Premier Div. North,7,1,4,1,Melton Town,,,962,"1,392","1,425","1,534",,,"1,592","1,616","1,979","2,113","2,178",,"2,384","2,533","2,570",355,,,,
5,United Counties League Premier Div. North,8,1,9,1,Skegness Town,,,"2,261","2,718","2,771","2,909",,,"3,054","3,115","3,466","3,566","3,639",,"3,799","3,920","3,977",281,,,,
5,United Counties League Premier Div. North,9,1,6,1,Boston Town,,,"4,197","4,695","4,724","4,969","5,033",,"5,160","5,227","5,656","5,808","5,887",,"6,054","6,204","6,240",317,,,,
5,United Counties League Premier Div. North,10,1,13,1,Heanor Town,,,"5,410","5,803","5,820","5,889",,,"6,066","6,096","6,511","6,620","6,691",,"6,875","7,052","7,134",361,,,,
5,United Counties League Premier Div. North,12,1,5,1,Sleaford Town,,,"3,256","3,570","3,562","3,633","3,670",,"3,744","3,791","4,298","4,449","4,544",,"4,743","4,944","2,274",400,,,,
5,United Counties League Premier Div. North,14,1,16,1,Eastwood Community,,,"3,194","3,548","3,547","3,661",,,"3,776","3,701","4,077","4,159","4,232",,"4,370","4,570","4,697",338,,,,
5,United Counties League Premier Div. North,16,1,8,1,Newark Flowserve,,,"1,481","2,574","2,750","2,967","3,102",,"3,145","3,182","3,398",0,0,,0,0,"4,098",0,,,,
5,United Counties League Premier Div. North,16,1,18,1,AFC Mansfield,,,"3,810","4,422","4,450","4,631","4,744",,"4,814","4,832","5,091","5,222","5,312",,"5,534","5,599","5,632",287,,,,
5,United Counties League Premier Div. North,17,1,17,1,Pinchbeck United,,,"1,679","1,994","2,002","2,220","2,252",,"2,337","2,386","2,648","2,724","2,763",,"2,953","3,077","3,133",314,,,,
5,United Counties League Premier Div. South,5,1,3,1,Newport Pagnell Town,,,"2,696","3,189","3,199","3,311","3,358",,"3,406","3,432","3,931","5,909","6,044",,"6,270","7,067","7,397","1,023",,,,
5,United Counties League Premier Div. South,6,1,16,1,Lutterworth Town,,,"1,805","2,265","2,339","2,478","2,519",,"2,560","2,572","2,823","2,920","2,993",,"3,177","3,275","3,340",282,,,,
5,United Counties League Premier Div. South,7,1,4,1,Wellingborough Town,,,"2,610","2,787","2,771","2,839","1,013",,"1,100","1,129","1,274","1,321","1,422",,"1,616","1,802","1,895",380,,,,
5,United Counties League Premier Div. South,8,1,8,1,Coventry United,,,"5,176","5,913","5,983","6,149","6,195",,"6,264","6,263","6,852","6,972","6,989",,"7,142","7,241","7,467",252,,,,
5,United Counties League Premier Div. South,9,1,15,1,Eynesbury Rovers,,,"1,733",903,914,"1,050","1,097",,"1,172","1,195","1,497","1,570","1,627",,"1,763","1,872","1,945",245,,,,
5,United Counties League Premier Div. South,10,1,7,1,March Town United,,,"2,824","3,313","3,375","3,503",,,"3,595","3,643","4,045","4,203","4,269",,"4,516","4,637","4,711",368,,,,
5,United Counties League Premier Div. South,11,1,14,1,Godmanchester Rovers,,,"2,808","3,177","3,179","3,258","3,295",,"3,342","3,373","3,615","3,821","3,838",,"3,992","4,160","4,235",322,,,,
5,United Counties League Premier Div. South,11,1,15,1,Leicester Nirvana,,,"1,611","1,832","1,838","1,948","1,967",,"2,026","2,031","2,240","2,314","2,344",,"2,496","2,564","2,618",220,,,,
5,United Counties League Premier Div. South,12,1,12,1,Cogenhoe United,,,"2,766","2,952","2,949","3,043","3,079",,"3,109","3,137","3,350","3,417","3,486",,"3,603","3,687","3,701",201,,,,
5,United Counties League Premier Div. South,14,1,5,1,Racing Club Warwick,,,"2,150","2,813","2,932","3,185","3,226",,"3,334","3,442","3,950","4,131","4,210",,"4,431","4,589","4,720",379,,,,
5,United Counties League Premier Div. South,14,1,11,1,Easington Sports,,,"1,744","2,077","2,128","2,250","2,281",,"2,315","2,339","2,709","2,798","2,857",,"2,996","3,075","3,106",218,,,,
5,United Counties League Premier Div. South,15,1,10,1,Bugbrooke St Michaels,,,786,666,691,796,,,898,950,"1,181","1,220","1,297",,"1,457","1,597","1,648",300,,,,
5,United Counties League Premier Div. South,16,1,13,1,Oadby Town,,,918,"1,118","1,135","1,212","1,244",,"1,326","1,339","1,506","1,557","1,587",,"1,702","1,759","1,780",172,,,,
5,United Counties League Premier Div. South,17,1,9,1,Desborough Town,,,955,"1,083","1,080","1,145","1,189",,"1,228","1,262","1,481","1,536","1,604",,"1,741","1,844","1,894",240,,,,
5,Wessex League Premier Div.,3,1,13,1,Shaftesbury Town,,,"1,790","2,018","2,065","2,221","2,259",,"2,366","2,383","2,997","3,164","3,193",,"3,415","3,652","3,877",459,,,,
5,Wessex League Premier Div.,5,1,3,1,AFC Stoneham,,,"1,732","2,249","2,322","2,544","2,591",,"2,692","2,729","3,085","3,305","3,367",,"3,634","3,808","3,902",441,,,,
5,Wessex League Premier Div.,6,1,14,1,Brockenhurst,,,"1,360","1,951","2,072","2,295","2,345",,"2,496","2,505","3,226","3,520","3,672",,"3,982","4,159","4,248",487,,,,
5,Wessex League Premier Div.,7,1,4,1,AFC Portchester,,,"3,447","3,966","4,090","4,402","4,467",,"4,608","4,721","5,334","5,515","5,888",,"6,710","7,629","7,693","1,741",,,,
5,Wessex League Premier Div.,8,1,7,1,Baffins Milton Rovers,,,"2,222","2,552","2,636","2,902","2,977",,"3,054","3,136","3,705","3,892","3,999",,"4,276","4,464","4,551",465,,,,
5,Wessex League Premier Div.,9,1,5,1,Moneyfields,,,"2,653","3,146","3,229","3,428","3,497",,"3,610","3,718","4,385","4,580","4,684",,"4,925","5,127","5,212",443,,,,
5,Wessex League Premier Div.,11,1,6,1,Hamble Club,,,"1,926","2,264","2,372","2,504","2,557",,"2,506","2,525","2,909","3,042","3,090",,"3,235","3,358","3,381",268,,,,
5,Wessex League Premier Div.,12,1,9,1,Fareham Town,,,"2,324","2,751","2,814","2,975","3,037",,"3,181","3,262","3,649","3,791","3,846",,"4,137","4,413","4,516",567,,,,
5,Wessex League Premier Div.,13,1,15,1,Blackfield & Langley,,,"2,107","2,214","2,633","2,662","2,683",,"2,667","2,651","2,880","2,958","3,029",,"3,205","3,240","3,247",211,,,,
5,Wessex League Premier Div.,15,1,11,1,Portland United,,,"1,396","1,639","1,683","1,792","1,830",,"1,866","1,872","2,296","2,452","2,514",,"2,720","2,898","2,944",384,,,,
5,Wessex League Premier Div.,16,1,16,1,Lymington Town,,,"1,630","1,932","1,991","2,129","2,175",,"2,274","2,306","2,737","2,865","2,899",,"3,822","3,897","3,975",998,,,,
5,Wessex League Premier Div.,16,1,16,1,Cowes Sports,,,"1,626","1,703","1,716",352,379,,426,446,629,708,744,,837,953,"1,047",209,,,,
